Entity,Code,Year,"Homicide rate per 100,000 population - Both sexes - All ages",Echelon,Death rate in ongoing conflicts in a country (best estimate) - Conflict type: all,terr_contr_vdem_owid,terr_contr_vdem_high_owid,terr_contr_vdem_low_owid
Barbados,BRB,2017,10.745486,High,0.0,99.667,99.889,99.444
Barbados,BRB,2018,10.011137,High,0.0,99.667,99.889,99.444
Barbados,BRB,2019,17.131874,High,0.0,99.667,99.889,99.444
Barbados,BRB,2020,14.606706,High,0.0,99.667,99.889,99.444
Barbados,BRB,2021,11.379821,High,0.0,99.5,99.936,99.064
Belarus,BLR,1990,4.8712544,Low,0.0,,,
Belarus,BLR,1991,4.44652,Low,0.0,89.4,99.051,79.749
Belarus,BLR,1992,5.670153,Medium,0.0,100.0,100.0,100.0
Belarus,BLR,1993,7.2134075,Medium,0.0,100.0,100.0,100.0
Belarus,BLR,1994,7.913783,Medium,0.0,100.0,100.0,100.0
Belarus,BLR,1995,9.176332,Medium,0.0,100.0,100.0,100.0
Belarus,BLR,1996,9.29434,Medium,0.0,100.0,100.0,100.0
Belarus,BLR,1997,9.816436,Medium,0.0,100.0,100.0,100.0
Belarus,BLR,1998,10.002446,High,0.0,100.0,100.0,100.0
Belarus,BLR,1999,9.448712,Medium,0.0,100.0,100.0,100.0
Belarus,BLR,2000,9.87668,Medium,0.0,100.0,100.0,100.0
Belarus,BLR,2001,9.498875,Medium,0.0,100.0,100.0,100.0
Belarus,BLR,2002,9.757891,Medium,0.0,100.0,100.0,100.0
Belarus,BLR,2003,,,0.0,100.0,100.0,100.0
Belarus,BLR,2004,,,0.0,100.0,100.0,100.0
Belarus,BLR,2005,,,0.0,100.0,100.0,100.0
Belarus,BLR,2006,,,0.0,100.0,100.0,100.0
Belarus,BLR,2007,6.604935,Medium,0.0,100.0,100.0,100.0
Belarus,BLR,2008,5.639659,Medium,0.0,100.0,100.0,100.0
Belarus,BLR,2009,4.9909263,Low,0.0,100.0,100.0,100.0
Belarus,BLR,2010,4.12067,Low,0.0,100.0,100.0,100.0
Belarus,BLR,2011,3.842595,Low,0.0,100.0,100.0,100.0
Belarus,BLR,2012,3.5074148,Low,0.0,100.0,100.0,100.0
Belarus,BLR,2013,3.4361296,Low,0.0,100.0,100.0,100.0
Belarus,BLR,2014,3.5074184,Low,0.0,100.0,100.0,100.0
Belarus,BLR,2015,3.3606138,Low,0.0,100.0,100.0,100.0
Belarus,BLR,2016,3.1623044,Low,0.0,100.0,100.0,100.0
Belarus,BLR,2017,2.4722195,Low,0.0,100.0,100.0,100.0
Belarus,BLR,2018,2.3309605,Low,0.0,100.0,100.0,100.0
Belarus,BLR,2019,2.3258288,Low,0.0,100.0,100.0,100.0
Belarus,BLR,2020,,,0.0,99.333,99.953,98.714
Belarus,BLR,2021,,,0.0,100.0,100.0,100.0
Belgium,BEL,1990,1.0409307,Very Low,0.0,99.9,99.994,99.806
Belgium,BEL,1991,1.023646,Very Low,0.0,99.9,99.994,99.806
Belgium,BEL,1992,1.2075212,Very Low,0.0,99.9,99.994,99.806
Belgium,BEL,1993,1.4407884,Very Low,0.0,99.9,99.994,99.806
Belgium,BEL,1994,1.1917552,Very Low,0.0,99.9,99.994,99.806
Belgium,BEL,1995,1.4066094,Very Low,0.0,99.9,99.994,99.806
Belgium,BEL,1996,1.1853925,Very Low,0.0,99.9,99.994,99.806
Belgium,BEL,1997,1.427886,Very Low,0.0,99.9,99.994,99.806
Belgium,BEL,1998,,,0.0,99.9,99.994,99.806
Belgium,BEL,1999,,,0.0,99.9,99.994,99.806
Belgium,BEL,2000,2.0654027,Low,0.0,99.9,99.994,99.806
Belgium,BEL,2001,2.7354062,Low,0.0,99.9,99.994,99.806
Belgium,BEL,2002,3.0804682,Low,0.0,99.9,99.994,99.806
Belgium,BEL,2003,,,0.0,99.9,99.994,99.806
Belgium,BEL,2004,,,0.0,99.9,99.994,99.806
Belgium,BEL,2005,,,0.0,99.9,99.994,99.806
Belgium,BEL,2006,,,0.0,99.9,99.994,99.806
Belgium,BEL,2007,,,0.0,99.9,99.994,99.806
Belgium,BEL,2008,,,0.0,99.9,99.994,99.806
Belgium,BEL,2009,,,0.0,99.9,99.994,99.806
Belgium,BEL,2010,,,0.0,99.9,99.994,99.806
Belgium,BEL,2011,,,0.0,99.9,99.994,99.806
Belgium,BEL,2012,,,0.0,99.9,99.994,99.806
Belgium,BEL,2013,,,0.0,99.9,99.994,99.806
Belgium,BEL,2014,,,0.0,99.9,99.994,99.806
Belgium,BEL,2015,,,0.0,99.9,99.994,99.806
Belgium,BEL,2016,,,0.3004373,99.9,99.994,99.806
Belgium,BEL,2017,,,0.0,99.9,99.994,99.806
Belgium,BEL,2018,,,0.034938775,99.9,99.994,99.806
Belgium,BEL,2019,,,0.0,99.9,99.994,99.806
Belgium,BEL,2020,,,0.0,99.9,99.994,99.806
Belgium,BEL,2021,1.0765264,Very Low,0.0,99.9,99.994,99.806
Bhutan,BTN,1990,3.5813925,Low,0.0,96.0,99.579,92.421
Bhutan,BTN,1991,2.1137552,Low,0.0,96.0,99.579,92.421
Bhutan,BTN,1992,4.9455624,Low,0.0,96.0,99.579,92.421
Bhutan,BTN,1993,3.6479673,Low,0.0,96.0,99.579,92.421
Bhutan,BTN,1994,3.8368604,Low,0.0,96.0,99.579,92.421
Bhutan,BTN,1995,3.0329683,Low,0.0,96.0,99.579,92.421
Bhutan,BTN,1996,2.232583,Low,0.0,96.0,99.579,92.421
Bhutan,BTN,1997,1.2800235,Very Low,0.73143125,96.0,99.579,92.421
Bhutan,BTN,1998,1.9743602,Very Low,0.0,96.0,99.579,92.421
Bhutan,BTN,1999,2.2767475,Low,0.0,96.0,99.579,92.421
Bhutan,BTN,2000,3.0653586,Low,0.0,96.0,99.579,92.421
Bhutan,BTN,2001,3.14969,Low,0.0,96.0,99.579,92.421
Bhutan,BTN,2002,3.069229,Low,0.0,96.0,99.579,92.421
Bhutan,BTN,2003,0.7878644,Undefined,0.0,95.0,97.972,92.028
Bhutan,BTN,2004,2.3077242,Low,0.0,95.0,97.972,92.028
Bhutan,BTN,2005,1.6583173,Very Low,0.0,95.0,97.972,92.028
Bhutan,BTN,2006,1.3367802,Very Low,0.0,95.0,97.972,92.028
Bhutan,BTN,2007,2.0539498,Low,0.0,95.0,97.972,92.028
Bhutan,BTN,2008,2.6096904,Low,0.0,95.0,97.972,92.028
Bhutan,BTN,2009,2.2933233,Low,0.0,95.0,97.972,92.028
Bhutan,BTN,2010,2.267842,Low,0.0,95.0,97.972,92.028
Bhutan,BTN,2011,4.485999,Low,0.0,95.0,97.972,92.028
Bhutan,BTN,2012,4.576053,Low,0.0,95.0,97.972,92.028
Bhutan,BTN,2013,3.2926848,Low,0.0,95.0,97.972,92.028
Bhutan,BTN,2014,,,0.0,95.0,97.972,92.028
Bhutan,BTN,2015,1.6144786,Very Low,0.0,95.0,97.972,92.028
Bhutan,BTN,2016,1.2003818,Very Low,0.0,92.167,95.674,88.659
Bhutan,BTN,2017,1.7193004,Very Low,0.0,94.167,96.729,90.938
Bhutan,BTN,2018,1.1809528,Very Low,0.0,93.167,96.647,89.02
Bhutan,BTN,2019,1.042401,Very Low,0.0,94.5,96.784,91.549
Bhutan,BTN,2020,2.4595277,Low,0.0,94.167,96.769,91.231
Bhutan,BTN,2021,,,0.0,93.0,95.68,90.32
Bolivia,BOL,1990,,,0.0,87.25,91.237,83.263
Bolivia,BOL,1991,,,0.0,87.25,91.237,83.263
Bolivia,BOL,1992,,,0.0,87.25,91.237,83.263
Bolivia,BOL,1993,,,0.0,87.25,91.237,83.263
Bolivia,BOL,1994,,,0.0,87.25,91.237,83.263
Bolivia,BOL,1995,,,0.0,91.9,95.091,88.709
Bolivia,BOL,1996,,,0.0,91.9,95.091,88.709
Bolivia,BOL,1997,,,0.0,91.9,95.091,88.709
Bolivia,BOL,1998,,,0.0,91.9,95.091,88.709
Bolivia,BOL,1999,,,0.0,91.9,95.091,88.709
Bolivia,BOL,2000,,,0.58189225,91.9,95.091,88.709
Bolivia,BOL,2001,,,0.0,91.9,95.091,88.709
Bolivia,BOL,2002,,,0.0,91.9,95.091,88.709
Bolivia,BOL,2003,,,0.0,91.9,95.091,88.709
Bolivia,BOL,2004,,,0.0,91.9,95.091,88.709
Bolivia,BOL,2005,,,0.0,91.9,95.091,88.709
Bolivia,BOL,2006,,,0.0,92.727,95.526,89.747
Bolivia,BOL,2007,,,0.0,92.727,95.526,89.747
Bolivia,BOL,2008,,,0.0,92.727,95.526,89.747
Bolivia,BOL,2009,,,0.0,92.727,95.526,89.747
Bolivia,BOL,2010,,,0.0,92.727,95.526,89.747
Bolivia,BOL,2011,,,0.0,92.727,95.526,89.747
Bolivia,BOL,2012,,,0.0,92.727,95.526,89.747
Bolivia,BOL,2013,,,0.0,94.444,96.855,90.922
Bolivia,BOL,2014,,,0.0,94.444,96.855,90.922
Bolivia,BOL,2015,4.896265,Low,0.0,94.444,96.855,90.922
Bolivia,BOL,2016,5.7000723,Medium,0.0,94.444,96.855,90.922
Bolivia,BOL,2017,6.5322704,Medium,0.0,94.444,96.855,90.922
Bolivia,BOL,2018,4.945332,Low,0.0,94.444,96.855,90.922
Bolivia,BOL,2019,4.2199774,Low,0.0,90.488,94.335,86.318
Bolivia,BOL,2020,3.4935853,Low,0.008377898,86.913,91.259,82.566
Bolivia,BOL,2021,3.4935303,Low,0.016557012,92.667,95.267,90.066
Bosnia and Herzegovina,BIH,1990,1.6242758,Very Low,0.0,93.6,97.595,89.605
Bosnia and Herzegovina,BIH,1991,,,0.88841724,93.6,97.595,89.605
Bosnia and Herzegovina,BIH,1992,,,627.728,47.2,60.581,35.819
Bosnia and Herzegovina,BIH,1993,,,347.07208,47.2,60.581,35.819
Bosnia and Herzegovina,BIH,1994,,,194.05507,47.2,60.581,35.819
Bosnia and Herzegovina,BIH,1995,,,460.0952,61.2,75.944,46.456
Bosnia and Herzegovina,BIH,1996,,,0.0,85.0,93.807,76.193
Bosnia and Herzegovina,BIH,1997,,,0.0,91.667,99.224,84.109
Bosnia and Herzegovina,BIH,1998,,,0.0,91.667,99.224,84.109
Bosnia and Herzegovina,BIH,1999,,,0.0,91.667,99.224,84.109
Bosnia and Herzegovina,BIH,2000,2.3687894,Low,0.0,91.667,99.224,84.109
Bosnia and Herzegovina,BIH,2001,1.9547397,Very Low,0.0,95.333,99.386,91.281
Bosnia and Herzegovina,BIH,2002,2.1436687,Low,0.0,95.333,99.386,91.281
Bosnia and Herzegovina,BIH,2003,,,0.0,95.333,99.386,91.281
Bosnia and Herzegovina,BIH,2004,1.6413782,Very Low,0.0,95.333,99.386,91.281
Bosnia and Herzegovina,BIH,2005,,,0.0,95.333,99.386,91.281
Bosnia and Herzegovina,BIH,2006,,,0.0,95.333,99.386,91.281
Bosnia and Herzegovina,BIH,2007,1.6467577,Very Low,0.0,95.333,99.386,91.281
Bosnia and Herzegovina,BIH,2008,1.6736863,Very Low,0.0,92.417,96.785,87.215
Bosnia and Herzegovina,BIH,2009,1.8309587,Very Low,0.0,92.417,96.785,87.215
Bosnia and Herzegovina,BIH,2010,1.4693967,Very Low,0.0,95.333,99.398,91.269
Bosnia and Herzegovina,BIH,2011,1.362492,Very Low,0.0,95.333,99.398,91.269
Bosnia and Herzegovina,BIH,2012,1.7145778,Very Low,0.0,95.333,99.398,91.269
Bosnia and Herzegovina,BIH,2013,1.2715758,Very Low,0.0,95.75,99.586,91.581
Bosnia and Herzegovina,BIH,2014,1.4001416,Very Low,0.0,95.75,99.586,91.581
Bosnia and Herzegovina,BIH,2015,1.6173314,Very Low,0.0,95.75,99.586,91.581
Bosnia and Herzegovina,BIH,2016,1.2927371,Very Low,0.0,95.75,99.511,91.322
Bosnia and Herzegovina,BIH,2017,1.2209207,Very Low,0.0,91.083,96.477,85.523
Bosnia and Herzegovina,BIH,2018,1.1470153,Very Low,0.0,87.667,93.515,81.818
Bosnia and Herzegovina,BIH,2019,1.2497354,Very Low,0.0,90.909,95.908,85.546
Bosnia and Herzegovina,BIH,2020,1.2958022,Very Low,0.0,84.909,92.018,75.8
Bosnia and Herzegovina,BIH,2021,0.9783111,Undefined,0.0,86.818,92.518,81.119
Botswana,BWA,1990,,,0.0,98.533,99.133,97.8
Botswana,BWA,1991,,,0.0,98.533,99.133,97.8
Botswana,BWA,1992,,,0.0,98.533,99.133,97.8
Botswana,BWA,1993,,,0.0,98.533,99.133,97.8
Botswana,BWA,1994,,,0.0,98.533,99.133,97.8
Botswana,BWA,1995,,,0.0,98.533,99.133,97.8
Botswana,BWA,1996,,,0.0,98.533,99.133,97.8
Botswana,BWA,1997,,,0.0,98.533,99.133,97.8
Botswana,BWA,1998,,,0.0,98.533,99.133,97.8
Botswana,BWA,1999,,,0.0,98.533,99.133,97.8
Botswana,BWA,2000,,,0.0,98.533,99.133,97.8
Botswana,BWA,2001,12.089016,High,0.0,98.533,99.133,97.8
Botswana,BWA,2002,14.205095,High,0.0,98.533,99.133,97.8
Botswana,BWA,2003,17.078451,High,0.0,98.533,99.133,97.8
Botswana,BWA,2004,13.931584,High,0.0,98.533,99.133,97.8
Botswana,BWA,2005,15.373992,High,0.0,98.533,99.133,97.8
Botswana,BWA,2006,13.532407,High,0.0,98.533,99.133,97.8
Botswana,BWA,2007,14.235042,High,0.0,98.533,99.133,97.8
Botswana,BWA,2008,13.998765,High,0.0,98.533,99.133,97.8
Botswana,BWA,2009,14.104462,High,0.0,98.533,99.133,97.8
Botswana,BWA,2010,14.486071,High,0.0,98.5,99.144,97.731
Botswana,BWA,2011,,,0.0,98.5,99.144,97.731
Botswana,BWA,2012,,,0.0,92.625,97.978,86.522
Botswana,BWA,2013,,,0.0,98.357,99.084,97.487
Botswana,BWA,2014,,,0.0,98.357,99.084,97.487
Botswana,BWA,2015,,,0.0,98.273,99.051,97.312
Botswana,BWA,2016,,,0.0,98.273,99.051,97.312
Botswana,BWA,2017,,,0.0,98.636,99.397,97.694
Botswana,BWA,2018,,,0.0,98.636,99.397,97.694
Botswana,BWA,2019,,,0.0,97.75,98.942,96.558
Botswana,BWA,2020,8.678912,Medium,0.0,97.429,98.779,96.078
Botswana,BWA,2021,10.546963,High,0.0,97.429,98.779,96.078
Brazil,BRA,1990,19.442558,High,0.0,90.125,94.321,85.304
Brazil,BRA,1991,18.357327,High,0.0,90.125,94.321,85.304
Brazil,BRA,1992,16.656002,High,0.0,90.125,94.321,85.304
Brazil,BRA,1993,17.680256,High,0.018303359,90.125,94.321,85.304
Brazil,BRA,1994,18.543499,High,0.017393414,90.125,94.321,85.304
Brazil,BRA,1995,20.793213,Very High,0.024462538,90.125,94.321,85.304
Brazil,BRA,1996,23.424883,Very High,0.0,90.125,94.321,85.304
Brazil,BRA,1997,24.0331,Very High,0.02017245,90.125,94.321,85.304
Brazil,BRA,1998,24.526455,Very High,0.0,90.125,94.321,85.304
Brazil,BRA,1999,24.73625,Very High,0.018445263,90.125,94.321,85.304
Brazil,BRA,2000,25.79976,Very High,0.016489105,90.125,94.321,85.304
Brazil,BRA,2001,26.90898,Very High,0.041523606,90.125,94.321,85.304
Brazil,BRA,2002,27.543724,Very High,0.026596233,90.125,94.321,85.304
Brazil,BRA,2003,27.960468,Very High,0.019164506,90.125,94.321,85.304
Brazil,BRA,2004,26.19828,Very High,0.04601508,90.125,94.321,85.304
Brazil,BRA,2005,25.478415,Very High,0.018201543,90.125,94.321,85.304
Brazil,BRA,2006,26.037931,Very High,0.0,90.125,94.321,85.304
Brazil,BRA,2007,25.018942,Very High,0.0,90.125,94.321,85.304
Brazil,BRA,2008,26.020863,Very High,0.0,90.125,94.321,85.304
Brazil,BRA,2009,26.455711,Very High,0.020563697,90.125,94.321,85.304
Brazil,BRA,2010,26.630033,Very High,0.0,90.125,94.321,85.304
Brazil,BRA,2011,26.355639,Very High,0.015641928,90.125,94.321,85.304
Brazil,BRA,2012,28.197144,Very High,0.1310146,90.125,94.321,85.304
Brazil,BRA,2013,28.179903,Very High,0.0,90.125,94.321,85.304
Brazil,BRA,2014,29.358646,Very High,0.0,90.125,94.321,85.304
Brazil,BRA,2015,28.356405,Very High,0.031678233,88.0,93.642,81.524
Brazil,BRA,2016,29.589155,Very High,0.040123835,89.727,94.845,82.246
Brazil,BRA,2017,30.593037,Very High,1.3433733,89.727,94.845,82.246
Brazil,BRA,2018,26.636013,Very High,1.1286285,88.111,95.383,80.617
Brazil,BRA,2019,20.810465,Very High,0.72385454,92.556,96.835,88.054
Brazil,BRA,2020,22.384066,Very High,1.1552733,95.125,99.111,90.889
Brazil,BRA,2021,,,1.0843283,94.25,98.162,90.088
Bulgaria,BGR,1990,2.5890255,Low,0.0,99.909,99.996,99.822
Bulgaria,BGR,1991,4.29964,Low,0.0,99.909,99.996,99.822
Bulgaria,BGR,1992,5.329617,Medium,0.0,99.909,99.996,99.822
Bulgaria,BGR,1993,5.690042,Medium,0.0,99.909,99.996,99.822
Bulgaria,BGR,1994,5.755419,Medium,0.0,99.909,99.996,99.822
Bulgaria,BGR,1995,5.827135,Medium,0.0,99.909,99.996,99.822
Bulgaria,BGR,1996,5.213432,Medium,0.0,99.909,99.996,99.822
Bulgaria,BGR,1997,4.784249,Low,0.0,99.909,99.996,99.822
Bulgaria,BGR,1998,4.6266346,Low,0.0,99.909,99.996,99.822
Bulgaria,BGR,1999,4.006223,Low,0.0,99.909,99.996,99.822
Bulgaria,BGR,2000,4.099934,Low,0.0,99.909,99.996,99.822
Bulgaria,BGR,2001,3.833296,Low,0.0,99.909,99.996,99.822
Bulgaria,BGR,2002,3.1975684,Low,0.0,99.909,99.996,99.822
Bulgaria,BGR,2003,3.1195772,Low,0.0,99.909,99.996,99.822
Bulgaria,BGR,2004,3.1022274,Low,0.0,99.909,99.996,99.822
Bulgaria,BGR,2005,2.546313,Low,0.0,99.909,99.996,99.822
Bulgaria,BGR,2006,2.3950443,Low,0.0,99.909,99.996,99.822
Bulgaria,BGR,2007,2.2930326,Low,0.0,99.909,99.996,99.822
Bulgaria,BGR,2008,2.2410676,Low,0.0,99.909,99.996,99.822
Bulgaria,BGR,2009,1.9647046,Very Low,0.0,99.909,99.996,99.822
Bulgaria,BGR,2010,1.9493505,Very Low,0.0,99.909,99.996,99.822
Bulgaria,BGR,2011,1.6969084,Very Low,0.0,99.909,99.996,99.822
Bulgaria,BGR,2012,1.8829263,Very Low,0.0,99.909,99.996,99.822
Bulgaria,BGR,2013,1.4667951,Very Low,0.0,99.909,99.996,99.822
Bulgaria,BGR,2014,1.5192329,Very Low,0.0,99.909,99.996,99.822
Bulgaria,BGR,2015,1.7238423,Very Low,0.0,99.909,99.996,99.822
Bulgaria,BGR,2016,1.0902605,Very Low,0.0,99.909,99.996,99.822
Bulgaria,BGR,2017,1.4340553,Very Low,0.0,99.909,99.996,99.822
Bulgaria,BGR,2018,1.2926013,Very Low,0.0,99.909,99.996,99.822
Bulgaria,BGR,2019,1.1768823,Very Low,0.0,99.909,99.996,99.822
Bulgaria,BGR,2020,0.9886556,Undefined,0.0,99.909,99.996,99.822
Bulgaria,BGR,2021,1.2779799,Very Low,0.0,99.909,99.996,99.822
Burundi,BDI,1990,,,0.0,92.5,96.223,88.777
Burundi,BDI,1991,,,6.1127777,92.5,96.223,88.777
Burundi,BDI,1992,,,1.0621473,92.5,96.223,88.777
Burundi,BDI,1993,,,73.336334,92.5,96.223,88.777
Burundi,BDI,1994,,,8.645974,92.778,95.315,90.24
Burundi,BDI,1995,,,27.47443,92.778,95.315,90.24
Burundi,BDI,1996,,,54.54841,92.778,95.315,90.24
Burundi,BDI,1997,,,27.34702,92.778,95.315,90.24
Burundi,BDI,1998,,,22.583622,92.778,95.315,90.24
Burundi,BDI,1999,,,16.32636,92.778,95.315,90.24
Burundi,BDI,2000,,,31.802576,92.778,95.315,90.24
Burundi,BDI,2001,,,19.038837,92.778,95.315,90.24
Burundi,BDI,2002,,,22.905869,92.778,95.315,90.24
Burundi,BDI,2003,,,18.161005,92.778,95.315,90.24
Burundi,BDI,2004,,,9.507756,92.778,95.315,90.24
Burundi,BDI,2005,,,5.1158032,92.778,95.315,90.24
Burundi,BDI,2006,,,2.31125,92.778,95.315,90.24
Burundi,BDI,2007,,,0.65453154,92.778,95.315,90.24
Burundi,BDI,2008,,,2.4280899,94.444,96.436,91.341
Burundi,BDI,2009,,,0.0,94.444,96.436,91.341
Burundi,BDI,2010,,,0.0,94.444,96.436,91.341
Burundi,BDI,2011,,,0.0,94.444,96.436,91.341
Burundi,BDI,2012,5.1043954,Medium,0.0,94.444,96.436,91.341
Burundi,BDI,2013,5.123366,Medium,0.0,94.444,96.436,91.341
Burundi,BDI,2014,5.3740325,Medium,0.5335915,94.444,96.436,91.341
Burundi,BDI,2015,4.2975073,Low,2.4610443,94.444,96.436,91.341
Burundi,BDI,2016,5.82391,Medium,0.6603488,93.571,96.23,90.913
Burundi,BDI,2017,,,0.34063634,93.571,96.23,90.913
Burundi,BDI,2018,,,0.9483641,93.571,96.23,90.913
Burundi,BDI,2019,,,0.63158756,90.0,93.386,86.614
Burundi,BDI,2020,,,1.0392604,93.0,96.286,89.714
Burundi,BDI,2021,,,0.60551906,94.0,97.315,90.685
Cambodia,KHM,1990,,,4.2308183,70.4,81.443,59.357
Cambodia,KHM,1991,,,3.3695626,70.4,81.443,59.357
Cambodia,KHM,1992,4.414391,Low,1.9653811,72.4,84.504,60.296
Cambodia,KHM,1993,5.847582,Medium,4.6273003,71.4,82.821,59.979
Cambodia,KHM,1994,2.8487208,Low,5.321373,77.0,87.587,66.413
Cambodia,KHM,1995,3.6356883,Low,6.16327,77.0,87.587,66.413
Cambodia,KHM,1996,4.8468103,Low,7.5206037,77.0,87.587,66.413
Cambodia,KHM,1997,2.7730227,Low,1.7932782,77.0,87.587,66.413
Cambodia,KHM,1998,6.7957387,Medium,1.3968531,77.0,87.587,66.413
Cambodia,KHM,1999,4.8827605,Low,0.0,80.0,91.093,68.907
Cambodia,KHM,2000,4.711672,Low,0.0,94.0,97.228,89.772
Cambodia,KHM,2001,3.2987006,Low,0.0,94.0,97.228,89.772
Cambodia,KHM,2002,3.3832788,Low,0.0,94.0,97.228,89.772
Cambodia,KHM,2003,3.980384,Low,0.0,94.0,97.228,89.772
Cambodia,KHM,2004,3.9258256,Low,0.0,94.0,97.228,89.772
Cambodia,KHM,2005,3.3820043,Low,0.0,94.0,97.228,89.772
Cambodia,KHM,2006,2.967848,Low,0.0,94.0,97.228,89.772
Cambodia,KHM,2007,2.8655195,Low,0.0,94.0,97.228,89.772
Cambodia,KHM,2008,2.388143,Low,0.0,94.0,97.228,89.772
Cambodia,KHM,2009,2.338274,Low,0.0,94.0,97.228,89.772
Cambodia,KHM,2010,2.3044472,Low,0.0,94.0,97.228,89.772
Cambodia,KHM,2011,1.8389057,Very Low,0.07547743,94.0,97.228,89.772
Cambodia,KHM,2012,,,0.0,94.0,97.228,89.772
Cambodia,KHM,2013,,,0.0,94.375,97.172,91.578
Cambodia,KHM,2014,,,0.0,94.375,97.172,91.578
Cambodia,KHM,2015,,,0.0,94.375,97.172,91.578
Cambodia,KHM,2016,,,0.0,94.375,97.172,91.578
Cambodia,KHM,2017,,,0.0,91.667,95.807,87.526
Cambodia,KHM,2018,,,0.0,91.667,95.807,87.526
Cambodia,KHM,2019,,,0.0,91.667,95.217,86.45
Cambodia,KHM,2020,,,0.0,90.0,94.365,85.635
Cambodia,KHM,2021,,,0.0,90.0,94.365,85.635
Cameroon,CMR,1990,,,0.0,97.667,98.617,96.716
Cameroon,CMR,1991,,,0.42453036,97.667,98.617,96.716
Cameroon,CMR,1992,,,0.20612422,97.667,98.617,96.716
Cameroon,CMR,1993,,,0.3763982,97.667,98.617,96.716
Cameroon,CMR,1994,,,0.6926683,97.667,98.617,96.716
Cameroon,CMR,1995,,,0.0,97.667,98.617,96.716
Cameroon,CMR,1996,,,0.41251308,97.667,98.617,96.716
Cameroon,CMR,1997,,,0.0,97.667,98.617,96.716
Cameroon,CMR,1998,,,0.3562795,97.667,98.617,96.716
Cameroon,CMR,1999,,,0.0,97.667,98.617,96.716
Cameroon,CMR,2000,3.041428,Low,0.0,97.667,98.617,96.716
Cameroon,CMR,2001,4.873089,Low,0.0,97.667,98.617,96.716
Cameroon,CMR,2002,6.478559,Medium,0.0,96.727,98.827,94.446
Cameroon,CMR,2003,6.126819,Medium,0.0,96.727,98.827,94.446
Cameroon,CMR,2004,,,0.0,96.727,98.827,94.446
Cameroon,CMR,2005,,,0.0,96.727,98.827,94.446
Cameroon,CMR,2006,,,0.0,96.727,98.827,94.446
Cameroon,CMR,2007,,,0.0,96.727,98.827,94.446
Cameroon,CMR,2008,4.1326976,Low,0.0,96.727,98.827,94.446
Cameroon,CMR,2009,6.609979,Medium,0.0,97.182,98.963,94.491
Cameroon,CMR,2010,5.025647,Medium,0.0,97.182,98.963,94.491
Cameroon,CMR,2011,4.0833545,Low,0.0,97.182,98.963,94.491
Cameroon,CMR,2012,4.1839643,Low,0.004754505,97.182,98.963,94.491
Cameroon,CMR,2013,,,0.24037515,96.0,97.927,92.873
Cameroon,CMR,2014,,,6.179486,96.0,97.927,92.873
Cameroon,CMR,2015,3.741421,Low,8.065129,96.0,97.927,92.873
Cameroon,CMR,2016,3.3190465,Low,2.1128876,91.875,95.21,88.54
Cameroon,CMR,2017,4.1159043,Low,1.5332153,91.25,94.747,86.753
Cameroon,CMR,2018,,,3.744504,90.25,94.611,85.639
Cameroon,CMR,2019,,,3.2308934,88.188,93.073,82.427
Cameroon,CMR,2020,4.5373755,Low,2.9481611,91.0,96.48,85.234
Cameroon,CMR,2021,,,3.062654,89.286,95.076,80.638
Canada,CAN,1990,2.3755112,Low,0.0,98.438,99.134,97.616
Canada,CAN,1991,2.6913424,Low,0.0,98.438,99.134,97.616
Canada,CAN,1992,2.5857532,Low,0.0,98.438,99.134,97.616
Canada,CAN,1993,2.1836066,Low,0.0,98.438,99.134,97.616
Canada,CAN,1994,2.0565064,Low,0.0,98.438,99.134,97.616
Canada,CAN,1995,2.0041366,Low,0.08194082,98.438,99.134,97.616
Canada,CAN,1996,2.142337,Low,0.0,98.438,99.134,97.616
Canada,CAN,1997,1.9609975,Very Low,0.0,98.438,99.134,97.616
Canada,CAN,1998,1.8543822,Very Low,0.08956764,98.438,99.134,97.616
Canada,CAN,1999,1.7730393,Very Low,0.0,98.438,99.134,97.616
Canada,CAN,2000,1.7794689,Very Low,0.0,98.438,99.134,97.616
Canada,CAN,2001,1.7869376,Very Low,0.0,98.438,99.134,97.616
Canada,CAN,2002,1.8580953,Very Low,0.0,98.438,99.134,97.616
Canada,CAN,2003,1.736273,Very Low,0.0,98.438,99.134,97.616
Canada,CAN,2004,1.9585313,Very Low,0.0,98.438,99.134,97.616
Canada,CAN,2005,2.061093,Low,0.0,98.438,99.134,97.616
Canada,CAN,2006,1.8689367,Very Low,0.0,98.438,99.134,97.616
Canada,CAN,2007,1.8166627,Very Low,0.0,98.438,99.134,97.616
Canada,CAN,2008,1.8483654,Very Low,0.0,98.188,99.017,97.358
Canada,CAN,2009,1.815805,Very Low,0.0,98.188,99.017,97.358
Canada,CAN,2010,1.6400001,Very Low,0.0,98.562,99.274,97.851
Canada,CAN,2011,1.774293,Very Low,0.0,98.562,99.274,97.851
Canada,CAN,2012,1.582503,Very Low,0.0,98.562,99.274,97.851
Canada,CAN,2013,1.4516441,Very Low,0.0,98.0,98.751,97.106
Canada,CAN,2014,1.4828578,Very Low,0.0,98.0,98.751,97.106
Canada,CAN,2015,1.7099458,Very Low,0.0,97.917,98.785,96.881
Canada,CAN,2016,1.7057317,Very Low,0.0,98.0,98.856,96.977
Canada,CAN,2017,1.8192091,Very Low,0.0,97.889,99.005,96.773
